Date,Sales
2024-06-23,5398.299000227012
2024-06-24,5593.597647054096
2024-06-25,5653.87945809598
2024-06-26,5648.783800803339
2024-06-27,5437.05537979902
2024-06-28,5434.034296415948
2024-06-29,5653.09869376987
2024-06-30,5504.003201086622
2024-07-01,5466.820930532745
2024-07-02,5373.0482528922885
2024-07-03,5676.59415020993
2024-07-04,5404.4106814330535
2024-07-05,5447.8260728634705
2024-07-06,5537.255438189956
2024-07-07,5712.142748439726
2024-07-08,5485.676115985718
2024-07-09,5585.662040374282
2024-07-10,5430.502569423766
2024-07-11,5441.879002250025
2024-07-12,5478.454396317331
2024-07-13,5763.649500474694
2024-07-14,5489.661196898032
2024-07-15,5655.039724106929
2024-07-16,5661.717828624703
2024-07-17,5547.985701873744
2024-07-18,5601.214570496453
2024-07-19,5837.1089579265745
2024-07-20,5483.486168816501
2024-07-21,5586.69907008767
2024-07-22,5633.119490678328
2024-07-23,5522.39350979617
2024-07-24,5853.29580904212
2024-07-25,5698.569416023009
2024-07-26,5874.0993807441455
2024-07-27,5719.331660840075
2024-07-28,5498.691631587735
2024-07-29,5600.080364969466
2024-07-30,5803.308980347571
2024-07-31,5878.652864703447
2024-08-01,5542.482097429605
2024-08-02,5537.195328810874
2024-08-03,5904.141581319468
2024-08-04,5661.127390862414
2024-08-05,5614.600790749348
2024-08-06,5745.62229899084
2024-08-07,5911.615085768735
2024-08-08,5740.376186582042
2024-08-09,5598.104148352542
2024-08-10,5644.409743436757
2024-08-11,5800.252930065256
2024-08-12,5626.7531990201205
2024-08-13,5608.628323481283
2024-08-14,5822.253547665561
2024-08-15,5666.425625625687
2024-08-16,5754.717032092554
2024-08-17,5750.750621186293
2024-08-18,5729.303135211651
2024-08-19,5636.145346739098
2024-08-20,5996.692098560233
2024-08-21,5887.131635826617
2024-08-22,5667.736899726367
2024-08-23,5800.320213687127
2024-08-24,5963.270807451202
2024-08-25,5694.212451226634
2024-08-26,5720.556743784894
2024-08-27,5779.518281070583
2024-08-28,5973.027492136934
2024-08-29,5920.428252227083
2024-08-30,5988.034697670841
2024-08-31,5825.298045798303
2024-09-01,5927.980629377709
2024-09-02,5930.846429430041
2024-09-03,5780.491642304368
2024-09-04,5878.09663898022
2024-09-05,5998.759253757581
2024-09-06,6013.102761595787
2024-09-07,5831.256408784872
2024-09-08,5948.247660657827
2024-09-09,5945.821179697671
2024-09-10,5878.651334163879
2024-09-11,6069.560416889623
2024-09-12,5772.084398121909
2024-09-13,6090.079962072489
2024-09-14,5927.056914849822
2024-09-15,5808.559751255438
2024-09-16,6088.297189121311
2024-09-17,6042.316556945514
2024-09-18,6136.554744609092
2024-09-19,5787.340767788995
2024-09-20,5816.223421372738
2024-09-21,5933.029201648705
2024-09-22,5931.856369034552
2024-09-23,5896.706335230586
2024-09-24,6139.722368383593
2024-09-25,5956.44570602431
2024-09-26,5798.9280642317
